title,comment_count,comment_texts,comment_indices,weighted_comment_sum,textlen,cluster,random,fulltext,paragraphs,weighted_comment_sumAI,commentrate,weighted_sum,wsr,wcsr
"Rohingya paid agents to enter country, get UNHCR cards, says Immigration DG",6,"['Refugees were tricked by agents who told them that they need to pay for UNHCR cards', 'Refugees were taken to detention depot as some of them are suspected of using fake UNHCR cards', 'Refugees ""confessed"" how they entered Malaysia', '""Successful"" detention operation ', 'Refugees are being exploited by agents that promised them legitimate documents to settle in Malaysia', 'Refugees without legitimate documents are not welcomed in Malaysia']","[178, 179, 180, 181, 182, 183]",6.0,1934,"[292, 82, 159, 106, -1, 3, 161]",0,"THE Immigration Department has found that some Rohingya have entered the country using the services of agents who would also take them to the United Nations High Commissioner for Refugees (UNHCR) office to obtain the refugee card.

Immigration director-general Khairul Dzaimee Daud said the matter would be scrutinised by a committee at the Home Ministry for further action.

“I had the chance to speak to some Rohingya UNHCR card holders (in the operation) yesterday. They confessed that they entered Malaysia through the borders of Kedah and Kelantan from Thailand and admitted that it was managed by agents,” he told reporters after the operation at a housing project site in Kubang Menerong, Tasek Gelugor early this morning.

“They also confessed that the agents managed trips to the UNHCR office in Kuala Lumpur for the process of obtaining the card.

“They (Rohingya) did not purchase the (UNHCR) cards, but they paid the agent between RM5,000 and RM7,000 per person, and the agent would take them to the UNHCR office.

“They thought that they purchased the cards but actually, they paid the agents in managing their entry.”

During the raid, the department inspected 36 foreigners working at the site and detained 25 of them, including a woman, for not having travel documents and overstaying.

Khairul said those arrested in the operation that started at 11.15pm consisted of 10 Bangladeshi men, eight Indonesian men, five Myanmar men and one Nepalese man and woman.

“All the foreigners have been taken to the detention depot for further investigation because some of them are suspected of using fake UNHCR cards,” he said.

Khairul said the operation was the 261st successful one carried out by the Penang Immigration Department so far this year, and 193 foreigners and 32 employers were detained for various offences during the period, involving a compound amount of more than RM2.5 million. – Bernama, September 17, 2022.",10,2.6910569105691056,3.102378490175801,6.271929824561404,0.0032429833632685646,0.0031023784901758012
"601 foreigners tested positive, says Health DG",3,"[""Health ministry is working with UNHCR to ensure that refugees were included under the government's covid-19 preventive activities"", 'Stakeholders must take responsibility for Covid safety amongst refugees', 'Refugees in Malaysia lack access to health facilities']","[184, 185, 186]",3.0,1464,"[181, 136, 123, 283]",0,"PUTRAJAYA: A total of 601 foreigners have tested positive for Covid-19, says Health director-general Datuk Dr Noor Hisham Abdullah. nan “Of this, 356 are being treated, 242 have recovered, while there were three deaths, ” he said yesterday. nan He said they comprised mainly of Indonesians, Filipinos, Bangladeshis, Indians and Pakistanis, all of whom were either migrant workers, tourists, asylum seekers or refugees. nan He said the authorities took note of the recent situation in Singapore, where a spike in Covid-19 cases was due to spread of the virus at workers’ dormitories. nan “We must heed this situation in view that Malaysia also has a lot of foreign workers. nan “Steps must be taken to prevent the spread of the virus among foreigners, ” he said. nan He also noted that more than half of total infections in Singapore was due to the recent spike among foreign workers. nan Dr Noor Hisham said industries that rely on foreign workers were responsible to ensure that all health and safety measures were implemented at the workplace. nan He said the ministry was also working with the United Nations High Commissioner for Refugees (UNHCR) to ensure that refugees and asylum seekers were covered under the government’s Covid-19 control and preventive activities. nan On Malaysians returning from abroad, Dr Noor Hisham said only 10 tested positive, out of the 15,000 placed under mandatory quarantine since returning to the country from April 3 onwards.",8,3.5,2.0491803278688527,2.0467836257309937,0.0013980762470840122,0.0020491803278688526
"Journalists in Asean should share views on regional issues, says Fahmi",4,"['Journalists in Malaysia and Indonesia should discuss more about refugee issues', 'Refugee crisis as a regional agenda', 'Refugee crisis as a regional agenda', 'ASEAN leaders avoid discussing refugee issues in the region']","[187, 188, 188, 189]",3.0,1760,"[0, 139, 51, 113]",0,"JAKARTA: Malaysian and Indonesian journalists need to discuss regional issues that can impact both countries, including the Rohingya crisis in Myanmar, says Communications and Digital Minister Fahmi Fadzil (pic). nan He said on Monday (Feb 6) he believed that such discussions through, for example, a forum at the Asean level involving journalists in the region would help raise questions and improve understanding of the issues. nan ""I would like to see journalists participate in discussions about what is going on and the challenges in their countries, as well as what can be learned and how to support each other,” he said in an online interview with Indonesian media in conjunction with Indonesia’s National Journalist Day this Thursday (Feb 9). nan Even though Asean holds to the principle of non-intervention in member countries' internal matters, he said the Rohingya crisis in Myanmar had become too sensitive an issue to even talk about, he added. nan According to Fahmi, Rohingya refugees in Malaysia have become an issue as their numbers have swelled to the hundreds of thousands. nan ""If possible we should form closer ties... among (all) journalists (in the region), who play an important role in sharing stories that we all read,” he said. nan Another matter he touched upon was the challenge in an era where social media had become a major way to spread both information and fake news. nan On Malaysia-Indonesia ties, Fahmi said Ikatan Setiakawan Wartawan Malaysia-Indonesia (Iswami) could play a bigger role in strengthening bilateral relations. nan He said there were several programmes being planned, including a journalist exchange, to boost interaction and allow media practitioners to experience the situation in both countries. – Bernama",9,3.5,1.7045454545454544,5.421052631578948,0.0030801435406698566,0.0017045454545454545
Guan Eng launches campaign to entice volunteers in Penang cleanup efforts,3,"['Malaysian should give more attention to the plight of Rohingyas', 'The ""plight"" of refugees', 'Refugees are vulnerable to climate threats such as flooding']","[190, 48, 191]",2.333333333333333,2589,"[232, 98, 279, 64, -1, 241, 15, 2]",0,"GEORGE TOWN: Penang has launched a campaign to entice volunteers to sign up for a massive ""gotong-royong"" campaign to enable the state to bounce back from the devastating rain storm and floods.

Chief Minister Lim Guan Eng launched the campaign both on the island and mainland sides with a clarion call to the young and the able to help those aggrieved by the floods to get back on their feet.

He said that there were many obstacles in the way due to the sheer after effects of the floods; from debris and mud leftovers to stalled cars and fallen trees besides the financial losses incurred by the victims.

Last weekend's floods inundated 80% of Penang, and caused at one time up to 9,000 people to be resettled in some 400 flood relief centres.

But with generally good weather over the last seven days, there is a sense of normalcy returning to Penang although there is a weather forecast predicting thunderstorms in many parts of the country.

As of 9am, 566 people from 147 families remained marooned in four relief centres where among the hardest hit was SK Lahar Looi in Tasek Gelugor where the 300 primary schoolchildren lost literally everything – textbooks, stationaries and their classrooms were badly damaged.

The school principal Mohamad Asri said the school welcomes any aid to help ease the burden faced by the families of the students.

Civil societies were up in full force to dispense aid to the victims and to help in the clean up for the worst floods to inundate Penang in decades.

Among those out doing a job, was the national aid group – Mercy Malaysia, who besides offering free healthcare services, are also rounding up volunteers to help in the clean up of homes.

The Centre to Combat Corruption Corruption & Cronyism (C4 Center) northern region coordinator K. Sudhagaran Stanley also pointed out that the floods had not only disrupted the lives of the local residents but foreigners as well.

Stanley said that among those worst hit were the Burmese Rohingya refugees, who have been granted temporary residences here by the United Nations Commission on Refugees.

Stanley said their temporary quarters in Butterworth, was damaged by the surging flood waters.

""It is a double whammy for them. First, they have lost their homes in their homeland of Myanmar and here, they have suffered damages to their temporary homes. Their plight needs attention,"" said Stanley.

He too welcomes any aid which can come in handy for those affected.

He also reminded the state government that the flood waters do not differentiate – it inundates everybody's home in its path.",13,5.107723577235772,0.9012488734389081,2.230019493177389,0.0008613439525598258,0.0009012488734389081
Bangladesh says Rohingya refugees can’t leave island,21,"['Refugees in a flood-prone area are not allowed to leave by Bangladeshi authorities unless they agree to return home', 'Human rights organisation is of the view that Bangladesh is using the pandemic as an excuse to detain refugees', 'Refugees want to be united with their families', 'Refugees in a camp lack access to freedom of movement, food, safe water and medical care', 'The ""plight"" of refugees', 'Refugees are a victim of violence in their home country', '“Mistreatment” of refugees', 'Refugee families wish to be reunited', 'State authorities are unfairly detaining refugees', 'State authorities are depriving refugee rights', 'Centering refugee voices', 'Refugee families wish to be reunited', 'Refugees have human rights', ""Refugees' rights are being deprived "", 'Refugees endure inhumane conditions in refugee camps ', 'Refugee families wish to be reunited', 'State authorities ""admitted"" re: refugee matter', 'Refugees are vulnerable climate threats such as flooding', 'Refugees are housed under questionable conditions in Bangladesh', 'Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured', 'Bangladeshi authorities use the pandemic as an excuse to detain rand separate efugees in the country']","[192, 193, 194, 195, 48, 196, 197, 198, 199, 200, 32, 198, 201, 202, 203, 198, 204, 205, 206, 156, 207]",14.394022644022643,2100,"[205, 202, -1, 13, 91, 152, 82, 98, 292]",0,"DHAKA, July 9 — Hundreds of Rohingya refugees on a flood-prone island in the Bay of Bengal will not be allowed to leave unless they agree to return home, Bangladesh authorities said today. The 306 Muslim Rohingya from Myanmar were put on Bhashan Char island in April after being taken off two boats trying to traffic them to Malaysia. Their plight has been taken up by the United Nations, an international rights group and community leaders, who want them moved to more established refugee camps on the mainland. “They will stay at Bhasan Char until they are repatriated to Myanmar,” Mohammed Khorshed Alam Khan, administrator for the district covering the island, told AFP. He said the refugees are well taken care of and have better facilities than in the overcrowded camps in Cox’s Bazar where 700,000 Rohingya fled in 2017 to escape a Myanmar military clampdown. In April, Bangladesh authorities said the Rohingya would be kept on the island in order to stop the spread of coronavirus in the sprawling refugee camps. But Human Rights Watch (HRW) questioned that motivation, and said the refugees were not being treated well. “Bangladesh authorities are using the pandemic as an excuse to detain refugees on a spit of land in the middle of a churning monsoon sea while their families anxiously pray for their return,” said Brad Adams, the organisation’s Asia representative. He also asked why Bangladesh authorities were not giving aid workers access to the island settlement. A Rohingya leader from the Cox’s Bazar camps said relatives of those on the island wanted to hold talks with Bangladesh’s refugee commissioner. “We request the authorities to send our children to our families,” said Mohib Ullah, head of the Arakan Rohingya Society for Peace and Human Rights, which lobbies for the Rohingya. HRW said it had received reports that refugees on Bhashan Char had little freedom of movement or adequate access to food, safe water and medical care. A government official involved with the case rejected the criticism, but admitted some refugees wanted to be reunited with their families. — AFP",13,4.274390243902439,6.85429649715364,10.128005198180638,0.004822859618181256,0.00685429649715364
Govt to conduct in-depth study on employment plan for refugees,6,"['Human Resources Ministry and Home Ministry are creating a plan to create job opportunities for refugees', 'Government wants to create job opportunities for current refugees but they do not want more refugees to come to Malaysia if there are job opportunities', 'Refugees entering Malaysia is a security issue ', 'Employment for refugees involves security factors ', 'Refugees as ""detainees""', 'The Malaysian government is willing to help refugees gain access to job opportunities in the country']","[208, 209, 210, 211, 212, 213]",6.0,1273,"[193, -1, 3]",1,"The Human Resources Ministry and Home Ministry are carrying out an in-depth study of a plan to create job opportunities for refugees in the country due to security factors.

Human Resources Minister M Saravanan said a detailed review was important to prevent more refugees from coming to Malaysia if the plan to create job opportunities was implemented.

""I have discussed with (Home Minister Hamzah Zainudin) regarding the security factor, where the Home Ministry is worried that if we allow (the creation of employment opportunities) without proper planning, then many more refugees might head to Malaysia.

""So, we must study in detail in terms of implementation. For now, (we) still do not have a decision,” he told a media conference after the Perkeso 2022 breaking of the fast ceremony in Kuala Lumpur last night.

ADS

Saravanan was commenting on the incident where 528 detainees escaped from the Sungai Bakap Immigration Detention Depot at about 4.30am yesterday.

As of 8pm yesterday, a total of 351 refugees had been rearrested and police are still tracking down the remaining escaped detainees.

Six others were killed after being hit by a vehicle while crossing the road at KM 168 of the North-South Expressway (Plus) heading south near Jawi, Penang.

- Bernama",7,0.8577235772357723,4.713275726630008,4.680311890838207,0.0036766000713575864,0.004713275726630008
Rohingya refugees land in Myanmar as escape boat breaks up,16,"['UN is going to assess the conditions in Myanmar to help refugees make an informed decision about returning', 'Sympathetic to refugee circumstances', 'Refugees endure inhumane conditions in refugee camps ', 'Sympathetic to refugee circumstances', 'Refugees are a victim of violence in their home country', 'Malaysia labels Rohingya illegal infiltrators instead of granting citizenship ', 'Sympathetic to refugee circumstances', 'Refugees journey to Malaysia despite life-threatening danger', 'Refugees repatriated despite unsafe conditions in home country ', 'Refugees are housed under questionable circumstances in Bangladesh', 'Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured', 'Rohingya refugees are vulnerable against the Myanmar government if they were to return', 'Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured', 'Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured', 'Rohingya refugees are vulnerable against the Myanmar government if they were to return', 'UNHCR is working with the Myanmar government to ensure the safety of Rohingyas if they wish to return ']","[214, 83, 203, 83, 196, 215, 83, 216, 217, 218, 156, 219, 156, 156, 219, 220]",7.165293040293038,2969,"[92, 59, 167, 70, 106, 230, 128, 265, 82]",0,"YANGON: Scores of Rohingya refugees leaving Bangladeshi camps by boat have accidentally returned to the crisis-hit area of Myanmar they originally fled from, after their vessel broke up on the sea route south.

Around one million Rohingya have fled Myanmar army crackdowns since 2016 for Bangladesh, where they live in cramped, flood-prone camps now being battered by the seasonal monsoon.

On Monday morning a boat carrying 104 Bangladeshis and Rohingya ran into trouble off the coast of Rakhine state, a Myanmar government spokesman told AFP, eventually breaking apart and forcing the passengers to head for shore.

The vessel was believed to be relatively close to the coast, enabling the refugees to survive.

For some it is likely to be an unexpected and unwelcome return to a state they were forced to run from, carrying accounts of atrocities by Myanmar's army and ethnic Rakhine Buddhists.

""These Muslim people were going from Bangladesh to Malaysia by the boat owned by a Malaysian man,"" spokesman Zaw Htay told AFP on Wednesday.

""Some are Bangladesh citizens, the majority are from the camps... people from Bangladesh who fled,"" he said.

Myanmar denies the Rohingya citizenship and officials do not recognise the term, instead labelling them ""Bengalis"", shorthand for illegal infiltrators from the neighbouring country.

They were taken to Nga Khu Ya camp in Rakhine's Muangdaw district - a purpose-built facility meant to process refugees returning under a discredited repatriation deal with Bangladesh.

Photographs showed the passengers — including women and young children — walking barefoot into Myanmar police trucks with virtually no possessions and drenched under heavy rains.

Passengers had paid people smugglers around US$235 to ferry them to Malaysia with the promise of another US$2,100 once they were able to find work in the Muslim-majority country, Zaw Htay added.

Tens of thousands of Rohingya and Bangladeshi economic migrants are believed to have died at sea in recent years trying to reach Malaysia.

The well worn trafficking route collapsed in 2015, when shallow graves were found at migrant holding camps across the Thai-Malaysian borders.

But boats still make the journey south.

After checks Myanmar will send back the Bangladeshis, Zaw Htay added, and submit the rest for repatriation process to Myanmar ""if they want to follow it"".

Rakhine state remains cut off from independent access, and the UN says conditions there are not right for a safe, voluntary and dignified return.

But the UN signed an agreement with Myanmar last week to begin assessing conditions there — in a bid to help refugees make an informed decision about returning.

On Wednesday the new UN Special Envoy to Myanmar Christine Schraner Burgener met Myanmar's de facto leader Aung San Suu Kyi in Naypidaw.

It is the envoy's first visit to the country as relations between Myanmar and the UN show signs of repair following months of recriminations. — AFP",17,5.999999999999999,2.413369161432482,9.4775828460039,0.0031921801434839675,0.002413369161432482
173 Rohingya caught at sea sent to camps,16,"[""Refugees were living in 'apartheid' condition"", 'Refugees lack freedom of movement, access to work, education and healthcare', 'Refugees make perilous voyages out of desperation', 'Sympathizing imagery of refugees', 'Refugees are a victim of violence in their home country', 'Refugees are fleeing genocide', 'State authorities are depriving refugee rights', 'Bangladesh has ""made life"" ""unbearable"" in refugee camps ', 'Refugees endure inhumane conditions in refugee camps ', 'Refugees are fleeing genocide', ""Refugees' rights are being deprived"", 'Malaysia and Indonesia are turning away refugees from docking in their countries', 'Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured', 'Rohingya refugees are vulnerable against the Myanmar government if they were to return', 'Refugees are housed under questionable circumstances in Bangladesh', 'Refugees have no access to basic human rights in Bangladesh camps']","[221, 222, 138, 223, 196, 224, 200, 225, 203, 224, 226, 227, 156, 219, 218, 228]",8.445970695970695,2064,"[284, 287, -1, 148, 198]",0,"Sittwe: Nearly 200 Rohingya Muslims arrested at sea last month by Myanmar’s navy after a voyage of hundreds of kilometres have been sent back to Rakhine state, officials said. nan Seasonal calmer waters have seen an increase in the number of Rohingya putting their lives in the hands of traffickers in a desperate bid to reach Malaysia or Indonesia by boat. nan But few make it as far as Kawthaung, Myanmar’s southern-most tip, where the group of 173 were picked up mid-December. nan Images taken on Monday showed 17 men, women and children looking exhausted from their ordeal as they climbed down from a wooden boat on to a beach near western Rakhine state’s capital, Sittwe. nan Wearing identification numbers around their necks, they lined up on the sand clutching their meagre belongings before being escorted away by armed police. nan They were taken to a camp in Thechaung, while the remaining 156 were transported further north to a camp in Ngakhuya in the Maungdaw township, Rakhine state minister for security and border affairs said. nan Ngakhuya is a processing site for returning refugees on the Bangladeshi border. nan “I’m not sure whether action will be taken against them or not, ” Colonel Min Than said by phone, adding that their fate would be decided by the UEHRD, a government department overseeing Rakhine. nan A bloody military crackdown in 2017 forced some 740,000 Rohingya to flee over the border to Bangladesh in violence that has seen Myanmar accused of “genocide” at the UN’s top court in The Hague. nan Bangladesh has made life increasingly unbearable in the sprawling camps with barbed-wire fences, an internet blackout and the confiscation of phones. nan Meanwhile hundreds of thousands more Rohingya remain in Myanmar’s Rakhine in what Amnesty International has branded “apartheid” conditions. nan They have nearly no freedom of movement and little access to work, education and healthcare. nan The captured Rohingya came from both sides of the border, Min Than said, although it was unclear how they ended up on the same boat. — AFP",11,4.024390243902439,4.092040065877275,1.8869395711500976,0.0009142149085029543,0.004092040065877275
Foreign Ministry to focus on education on Rohingya issue,20,"[""Foreign ministry wants to find solution for refugees' education issues"", 'Education is important to prevent refugees from social problems', 'Being educated increases the chances for refugees to be selected by a third country', 'Foreign Ministry is looking for ways to increase funding for refugee schools', 'Issue of Rohingya refugees needs to be addressed by relevant agencies', 'Malaysia plays a role as if we are a signatory of the refugee convention when we are not', 'A viral video raises awareness about issues regarding Rohingya refugees', 'Refugees as an issue to find a solution to', 'Refugees get involved in social problems/crime', 'Refugees ""expect to be accepted by third countries""', 'Education for refugees should be empowered', 'Refugees as an issue to find a solution to', 'Refugees as an issue to find a solution to', 'Responsibility of the international community', 'Negative imagery of refugees', 'Refugee identity of criminal suspect is foregrounded ', 'Some Malaysian leaders are willing to help refugees by ranting them access to education', 'Education improves the chances of resettlement for refugees', 'Malaysian government is willing to work with external parties to give refugees access to education', 'Malaysia is not a UNHCR signatory but is willing to help']","[229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 169, 236, 236, 170, 239, 62, 240, 241, 242, 243]",16.25,2006,"[160, 1, 203, 132, 245, -1, 135, 38]",0,"The Foreign Ministry is emphasising on the educational aspect to help find a solution to the Rohingya refugees issue in the country, Foreign Minister Saifuddin Abdullah said.

“Education is very important to prevent them from getting involved in social problems or crime here, besides making it easier for them to be selected by a third country,” he said at a press conference after delivering the ministry's 2022 New Year’s message in Putrajaya yesterday.

Most of them do not intend to settle in Malaysia, Saifuddin said.

ADS

“They make Malaysia a stopover and expect to be accepted by third countries, but third countries are also choosy and one of the selection criteria is that they have some education,” he said.

Saifuddin said Wisma Putra was looking at ways to empower and increase funding for refugee schools run by NGOs to ensure that Rohingya refugee children in the country were not dropped out of the education system.

“The funds are not from the people or the government but are funds that can be sought from external sources. For example, among the many sources are the funding from the Qatar Foundation,” he said.

Besides, he said, the issue of Rohingya refugees in the country needs to be addressed comprehensively and collectively by the relevant agencies and ministries.

ADS

Wisma Putra always holds discussions with the Home Ministry and the Education Ministry as well as other agencies involving the Rohingya issue in the country.

“I would like to remind that Malaysia is not a signatory to the United Nations High Commission for Refugees (UNHCR) but we play a role as if we are a signatory,” he said.

The issue of Rohingya refugees was once again raised recently after a video clip of a Rohingya child scolding people for not giving alms to him spread on social media.

Earlier, a Rohingya refugee Abd Hamim Ab Hamid, 33, known as Long Tiger, was reported to have escaped from the Tangkak Magistrate's Court lock-up on Dec 15. The man was later arrested on Dec 28.

- Bernama",10,5.524390243902439,8.100697906281157,7.790773229369721,0.003883735408459482,0.008100697906281156
Foreign Ministry says keeping tabs on Malaysians illegally residing in Australia,0,[],[],0.0,1344,"[2, 226, -1, 267, 16]",0,"KUALA LUMPUR, Aug 30 — The Foreign Ministry is monitoring the rising number of Malaysians who applied for permanent protection and refugee visas from the Australian government. In a statement today, the ministry found the number was significant as Malaysians were taking advantage of the opportunity by manipulating Australian Immigration laws to enable them to reside longer illegally. The statement also said the move had resulted in difficulties for bona fide parties who wished to study, visit and reside in Australia. Therefore, the Malaysian Foreign Ministry and the Immigration Department will continue to cooperate with the authorities in Australia to monitor the issue. “The Foreign Minister reminded Malaysians visiting any countries to adhere to the regulations and laws of the country concerned to avoid getting into trouble,” the statement said. The Australian High Commissioner to Malaysia, Andrew Goledzinowski recently revealed that 33,000 Malaysians living in Australia had exceeded the permitted 90-day period and applied for refugee status. Those applying for refugee status included tourists and students to avoid getting sent back to their country of origin. Last month, the Australian government reported receiving 4,973 applications from Malaysians for protection visa between July last year to April this year. — Bernama",8,2.6077235772357725,0.0,1.04093567251462,0.0007745057087162351,0.0
Indonesian police name five suspects for alleged trafficking of Rohingya refugees,1,['Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured'],[156],0.07692307692307693,1672,"[155, 105, 16, 181, 179, 99]",0,"ACEH, Sumatra (The Jakarta Post/ANN): The Aceh Police have named five suspects for allegedly trafficking Rohingya refugees to Indonesia in June. nan The suspects were identified as two fishermen from East Aceh regency, a woman from Medan in North Sumatra and two people of Rohingya ethnicity, as revealed by Aceh Police general crimes unit chief Sr. Comr. Sony Sanjaya during a recent press briefing. nan The two fishermen were tasked with renting a small boat and picking up dozens of refugees from a large ship in the middle of the sea. The vessel initially brought around 900 refugees, the police claimed. nan “They put Rohingya refugees on a smaller ship which later broke, ” Sony said on Tuesday, as quoted by kompas.com. nan Local fisherman later rescued the 94 refugees in the waters of North Aceh regency on June 24. nan Meanwhile, the female suspect from Medan was paid by the suspects of Rohingya ethnicity to pick up three refugees from a camp in Lhokseumawe, Aceh. nan “The refugees were going to be taken to Medan, before being eventually transported to Malaysia, ” Sony said. nan He added that the police were still looking for the two other suspects who allegedly acted as middlemen in the trafficking. nan In June, three Indonesian fishermen rescued 94 foreign nationals who were believed to be Rohingya refugees from a sinking cargo ship in the waters of North Aceh. They attempted to transport the group to Kuala Tanah Jambo Aye in Seunuddon district in the regency, but their engine was broken. nan They were rescued by other fishermen after traditional fishing community, Panglima Laot, received reports about them. - The Jakarta Post/Asia News Network",9,2.7,0.04600662495399337,4.526315789473685,0.0027071266683455055,4.6006624953993374e-05
Almost 300 Rohingya refugees initially bound for Malaysia arrive in Aceh,13,"[""Refugees' health after being at sea for months are a concern"", 'Refugees were denied entry at the Malaysian and Thai border due to the pandemic', 'Refugees were being kept as hostage on the boat by smugglers', 'Sympathizing imagery of refugees', 'Refugees go to other countries to seek refuge ', 'Refugees are fleeing persecution', 'Refugees are a victim of violence in their home country', 'Refugees are fleeing their refugee camps ', 'Refugees are exploited by traffickers', 'Refugees are vulnerable to diseases', 'Indonesia is not willing to accept refugees into the country', 'Malaysia and Thailand have turned away refugees due to Covid concerns', 'Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured']","[244, 245, 246, 223, 247, 77, 196, 248, 139, 249, 250, 251, 156]",8.973748473748472,2248,"[66, -1, 106, 85, 214, 71, 31]",0,"LHOKSEUMAWE, Sept 7 — Almost 300 Rohingya refugees believed to have been at sea for six months landed in Indonesia’s Aceh province early today, Indonesian authorities have confirmed. Acehnese police said a wooden boat carrying the Rohingya was spotted by local fishermen several kilometres off the coast of Lhokseumawe, before landing at Ujung Blang Beach just after midnight “There are 297 Rohingya according to the latest data, among them 181 women and 14 children,” Iptu Irwansya, a local police chief, told Reuters. Junaidi Yahya, head of the Red Cross in Lhokseumawe, said the group was currently being held in a temporary location. “We hope they can be moved to the evacuation centre today, but their health, especially related to Covid-19, is our main concern,” said Yahya. Among the group was one sick 13-year-old who police said was taken to hospital in an ambulance. Images of the Rohingya arrivals show lines of women in masks carrying their possessions in plastic bags, and men huddled on the floor of a thatched roof shelter. Today’s arrival follows the arrival of another vessel in late June when Acehnese fishermen rescued more than 100 Rohingya refugees, including 79 women and children, after Indonesian authorities had initially threatened to push them back. Fleeing persecution in Myanmar and refugee camps in Bangladesh, the Rohingya have for years boarded boats in an attempt to seek refuge in other Southeast Asian nations. Chris Lewa, director of the Arakan Project, a non-profit group focusing on the Rohingya crisis, said the passengers that arrived in Aceh today had set sail from southern Bangladesh at the end of March or early April, bound for Malaysia. But both Malaysian and Thai authorities pushed them back, she said, as borders tightened due to coronavirus pandemic. Smugglers split the passengers into several boats, some of which managed to land in Malaysia and Indonesia in June, but several hundred remained at sea until Sunday night. The smugglers called their families to demand payments in the weeks before they were taken to shore, she said. “The smugglers seemed to not want to try to disembark them because not everyone had paid… They were basically keeping them hostage on the boat,” she said. — Reuters",13,4.357723577235772,3.9918809936603523,6.533788174139053,0.002906489401307408,0.0039918809936603525
Retired army man dismisses viral statement condemning Rohingya refugees,15,"['A Malaysian is of the view that the government has done its best in assisting refugees but the gov should return them to their origin countries or UNHCR refugee centers', 'Helping refugees because it aligns with religio', 'Retired army man thinks that refugees want more than what is given to them', 'Refugee boats arriving on Malaysian shores were denied entry', 'Human Rights NGOs are unhappy that the government refuse to let refugees enter the country', 'Government has done enough for refugees ', 'Refugees should be repatriated', 'Malaysia has been gracious to refugees ', 'Motivated to help refugees because of religion ', 'Refugees are overdemanding ', 'NGOs condemn state authorities for denying refugees ', 'Malaysians are not open to accepting refugees and want them to be sent back', 'Religion does not influence public opinion on refugees that much', 'Malaysia has turned away refugees from entering the country', 'NGOs in Malaysia criticizes government’s action to turn away refugees']","[252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266]",15.0,2106,"[191, -1, 179, 32, 16, 91, 203, 180, 272]",0,"A retired army personnel has been linked to a condemning statement about the Rohingya refugees in Malaysia.

Mohd Radzi Abdul Hamid's purported official statement on the Rohingya entitled ""Siapakah Rohingya?"" (Who are the Rohingya?) has circulated on social media and shared by thousands of netizens.

Startled by the incident, Mohd Radzi had issued a statement explaining that an unscrupulous individual had used his full name and picture, as well as highlighting the Malaysian Armed Forces in the statement.

""The statement was widely spread for personal interest and I don't know why,"" he said.

ADS

When contacted, Mohd Radzi explained that the excerpts of the article were taken from his casual chat with his followers on Facebook.

""Someone had irresponsibly copied the article, tweaked it, and made it look official by inserting my picture, full name, and stating the Malaysian Armed Forces.

""This is wrong,"" he said.

Asked on his views on the Rohingya issue, Mohd Radzi said the government had assisted the refugees the best that it could but the government should return the refugees to their countries of origin or refugee centres under the United Nations High Commissioner for Refugees (UNHCR).

ADS

""We have helped them the best that we could although we did not sign the 1951 Refugee Convention. They should be sent back home or to a refugee centre. The UNHCR should decide.

""We helped them because our religion teaches us to help, but we also have to be mindful. They want more than what is given,"" he said.

The issue about the Rohingya surfaced after the authorities prevented boats ferrying Rohingya refugees from arriving on Malaysian shores recently.

Human rights NGO Amnesty International, among others, had slammed the authorities for not allowing the refugees to enter the country.

Keep up with the latest information on the outbreak in the country with Malaysiakini's free Covid-19 tracker.

Malaysiakini is providing free access to the most important updates on the coronavirus pandemic. You can find them here.

Help keep independent media alive - subscribe to Malaysiakini.",10,4.307723577235772,7.122507122507122,5.581546458739441,0.002650306960465072,0.007122507122507123
